Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
2010,Engineering,Theoretical & Applied Mechans,45.0,8.0,37.0,21.0,0.0,0.0,2.0,0.0,4.62
2010,Las,Physics,260.0,34.0,226.0,105.0,19.0,2.0,4.0,0.0,6.65
2010,Engineering,Engineering Physics,143.0,16.0,127.0,96.0,17.0,0.0,4.0,0.0,7.94
2010,Fine And Applied Arts,Nondegree,201.0,32.0,169.0,52.0,3.0,2.0,3.0,0.0,5.28
2010,Education,Anthropology,201.0,132.0,69.0,132.0,18.0,11.0,24.0,0.0,0.52
2010,Engineering,Materials Science & Engr,466.0,106.0,360.0,221.0,75.0,3.0,11.0,1.0,3.4
2010,Engineering,Industrial Engineering,201.0,56.0,145.0,68.0,22.0,4.0,7.0,0.0,2.59
2010,Engineering,Financial Engineering,26.0,5.0,21.0,2.0,3.0,0.0,0.0,0.0,4.2
2010,Engineering,Environ Engr In Civil Engr,84.0,44.0,40.0,28.0,4.0,0.0,6.0,0.0,0.91
2010,Education,Advertising,526.0,368.0,158.0,335.0,46.0,41.0,34.0,1.0,0.43
2010,Aces,Human Development & Family St,213.0,191.0,20.0,142.0,15.0,22.0,18.0,0.0,0.1
2010,Applied Health Sciences,Community Health,551.0,424.0,126.0,270.0,76.0,118.0,60.0,3.0,0.3
2010,Applied Health Sciences,Audiology,21.0,16.0,5.0,18.0,0.0,1.0,0.0,0.0,0.31
2010,Aces,Nutritional Sciences,57.0,41.0,16.0,32.0,7.0,1.0,3.0,0.0,0.39
2010,Fine And Applied Arts,Nondegree,75.0,39.0,36.0,47.0,0.0,1.0,2.0,0.0,0.92
2010,Aces,Natural Resrcs & Environ Sci,187.0,85.0,102.0,143.0,9.0,3.0,10.0,0.0,1.2
2010,Aces,Natural Res & Env Sciences,70.0,28.0,42.0,47.0,2.0,0.0,2.0,0.0,1.5
2010,Applied Health Sciences,Kinesiology,652.0,372.0,279.0,495.0,32.0,31.0,47.0,1.0,0.75
2010,Aces,Food Science & Human Nutrition,439.0,343.0,96.0,267.0,38.0,17.0,20.0,0.0,0.28
2010,Aces,Crop Sciences,194.0,55.0,139.0,142.0,4.0,1.0,1.0,2.0,2.53
2010,Aces,Animal Sciences,600.0,446.0,153.0,461.0,21.0,20.0,41.0,1.0,0.34
2010,Aces,Agricultural & Biological Engr,29.0,5.0,24.0,20.0,6.0,1.0,1.0,0.0,4.8
2010,Aces,Agr & Consumer Economics,612.0,210.0,402.0,418.0,41.0,25.0,26.0,0.0,1.91
2010,Applied Health Sciences,"Recreation, Sport, And Tourism ",377.0,139.0,237.0,265.0,9.0,41.0,25.0,2.0,1.71
2010,Education,Actuarial Science,292.0,123.0,169.0,123.0,47.0,7.0,7.0,0.0,1.37
2010,Business,Management,181.0,89.0,91.0,119.0,17.0,13.0,19.0,0.0,1.02
2010,Education,Accountancy,1273.0,601.0,672.0,604.0,225.0,36.0,51.0,1.0,1.12
2010,Dgs,Undeclared,2927.0,1373.0,1553.0,1757.0,377.0,214.0,268.0,5.0,1.13
2010,Business,Technology Management,59.0,17.0,42.0,1.0,3.0,0.0,0.0,0.0,2.47
2010,Business,Supply Chain Management,52.0,20.0,32.0,34.0,8.0,0.0,3.0,0.0,1.6
2010,Fine And Applied Arts,Nondegree,61.0,22.0,39.0,0.0,0.0,0.0,0.0,0.0,1.77
2010,Business,Marketing,201.0,133.0,68.0,136.0,14.0,19.0,20.0,0.0,0.51
2010,Business,Information Sys & Info Tech,32.0,7.0,25.0,16.0,4.0,5.0,3.0,0.0,3.57
2010,Applied Health Sciences,Speech & Hearing Science,336.0,322.0,14.0,281.0,11.0,4.0,23.0,1.0,0.04
2010,Business,Finance,578.0,190.0,388.0,249.0,97.0,12.0,30.0,0.0,2.04
2010,Business,Curric Unassigned,1020.0,437.0,583.0,643.0,168.0,38.0,68.0,1.0,1.33
2010,Business,Business Administration (Mba),319.0,97.0,221.0,149.0,39.0,24.0,5.0,0.0,2.28
2010,Business,Business Administration,58.0,27.0,31.0,18.0,4.0,0.0,0.0,0.0,1.15
2010,Fine And Applied Arts,Art And Design,38.0,18.0,20.0,22.0,1.0,0.0,1.0,0.0,1.11
2010,Fine And Applied Arts,Dance,79.0,71.0,8.0,55.0,3.0,15.0,6.0,0.0,0.11
2010,Las,Psychology,1446.0,977.0,466.0,852.0,191.0,87.0,144.0,1.0,0.48
2010,Las,Political Science,913.0,343.0,570.0,619.0,82.0,66.0,76.0,0.0,1.66
2010,Las,Plant Biology,40.0,23.0,17.0,31.0,2.0,1.0,0.0,1.0,0.74
2010,Las,Physics,189.0,27.0,161.0,103.0,28.0,2.0,14.0,0.0,5.96
2010,Las,Philosophy,125.0,22.0,103.0,97.0,6.0,7.0,3.0,0.0,4.68
2010,Fine And Applied Arts,Nondegree,164.0,82.0,82.0,61.0,6.0,2.0,6.0,1.0,1.0
2010,Las,Neuroscience,58.0,34.0,24.0,27.0,12.0,2.0,5.0,0.0,0.71
2010,Las,Molecular&Cell Bio-Undeclared,36.0,20.0,16.0,13.0,4.0,0.0,3.0,0.0,0.8
2010,Las,Molecular And Cellular Biology,1030.0,502.0,528.0,558.0,302.0,50.0,45.0,0.0,1.05
2010,Las,Molecular & Integrative Physi,36.0,21.0,15.0,14.0,2.0,2.0,3.0,0.0,0.71
2010,Las,Microbiology,67.0,43.0,24.0,29.0,5.0,2.0,5.0,1.0,0.56
2010,Las,Mathematics,593.0,232.0,361.0,310.0,51.0,7.0,26.0,0.0,1.56
2010,Las,Math & Computer Science,82.0,10.0,72.0,41.0,17.0,1.0,3.0,0.0,7.2
2010,Las,Linguistics,101.0,64.0,37.0,54.0,9.0,2.0,3.0,0.0,0.58
2010,Las,Las - Undeclared,95.0,61.0,34.0,2.0,1.0,64.0,24.0,0.0,0.56
2010,Las,Sociology,411.0,249.0,162.0,168.0,40.0,87.0,65.0,0.0,0.65
2010,Las,Spanish,226.0,177.0,49.0,145.0,11.0,4.0,47.0,0.0,0.28
2010,Media,Journalism,20.0,13.0,7.0,16.0,1.0,1.0,0.0,0.0,0.54
2010,Fine And Applied Arts,Graphic Design,67.0,42.0,25.0,46.0,14.0,3.0,1.0,0.0,0.6
2010,Vetmed,Veterinary Medicine,478.0,381.0,95.0,406.0,18.0,2.0,26.0,0.0,0.25
2010,Vetmed,Vms-Veterinary Clinical Medcne,32.0,23.0,9.0,22.0,0.0,1.0,1.0,0.0,0.39
2010,Social Work,Social Work,307.0,273.0,34.0,220.0,13.0,34.0,18.0,0.0,0.12
2010,Media,Media And Cinema Studies,62.0,29.0,33.0,40.0,6.0,5.0,4.0,0.0,1.14
2010,Las,General Curriculum,31.0,21.0,10.0,20.0,2.0,2.0,3.0,0.0,0.48
2010,Las,Statistics,177.0,72.0,105.0,59.0,30.0,9.0,3.0,0.0,1.46
2010,Law,Law,735.0,332.0,403.0,429.0,61.0,42.0,41.0,4.0,1.21
2010,Labor And Industrial Relations,Human Res & Industrial Rels,178.0,121.0,57.0,73.0,15.0,15.0,6.0,0.0,0.47
2010,Ln,Nondegree-Ce,101.0,63.0,38.0,73.0,12.0,10.0,2.0,0.0,0.6
2010,Las,Teaching Of English Sec Lang,59.0,49.0,10.0,18.0,8.0,1.0,2.0,0.0,0.2
2010,Las,Integrative Biology,361.0,209.0,152.0,260.0,38.0,12.0,26.0,2.0,0.73
2010,Ischool,Library & Information Science,327.0,235.0,91.0,235.0,25.0,21.0,14.0,0.0,0.39
2010,Las,History,599.0,217.0,381.0,469.0,25.0,24.0,35.0,0.0,1.76
2010,Fine And Applied Arts,Nondegree,21.0,13.0,8.0,9.0,2.0,1.0,0.0,0.0,0.62
2010,Las,Atmospheric Sciences,128.0,51.0,77.0,93.0,3.0,2.0,9.0,0.0,1.51
2010,Las,Astronomy,74.0,20.0,54.0,41.0,8.0,1.0,6.0,1.0,2.7
2010,Fine And Applied Arts,Voice,32.0,26.0,6.0,27.0,2.0,2.0,1.0,0.0,0.23
2010,Fine And Applied Arts,Urban Planning,149.0,64.0,85.0,82.0,11.0,17.0,16.0,0.0,1.33
2010,Fine And Applied Arts,Theatre,176.0,104.0,71.0,124.0,2.0,14.0,14.0,0.0,0.68
2010,Fine And Applied Arts,Painting,35.0,26.0,9.0,19.0,4.0,1.0,6.0,0.0,0.35
2010,Fine And Applied Arts,New Media,25.0,17.0,8.0,22.0,1.0,0.0,0.0,0.0,0.47
2010,Las,Biology,784.0,404.0,380.0,427.0,183.0,44.0,62.0,2.0,0.94
2010,Fine And Applied Arts,Music Education,210.0,106.0,104.0,179.0,13.0,4.0,8.0,0.0,0.98
2010,Fine And Applied Arts,Music,357.0,184.0,173.0,185.0,14.0,7.0,13.0,0.0,0.94
2010,Fine And Applied Arts,Landscape Architecture,127.0,63.0,64.0,84.0,7.0,2.0,7.0,0.0,1.02
2010,Fine And Applied Arts,Jazz Performance,33.0,6.0,27.0,28.0,1.0,3.0,1.0,0.0,4.5
2010,Fine And Applied Arts,Instrumental Music,82.0,48.0,34.0,54.0,12.0,1.0,4.0,0.0,0.71
2010,Fine And Applied Arts,Industrial Design,112.0,59.0,53.0,50.0,24.0,2.0,10.0,0.0,0.9
2010,Las,Global Studies,205.0,148.0,57.0,123.0,32.0,10.0,14.0,0.0,0.39
2010,Las,Biochemistry,204.0,97.0,107.0,87.0,56.0,2.0,8.0,0.0,1.1
2010,Fine And Applied Arts,Photography,36.0,27.0,9.0,29.0,0.0,2.0,4.0,0.0,0.33
2010,Las,"Ecol, Evol, Conservation Biol ",22.0,12.0,10.0,16.0,2.0,0.0,1.0,0.0,0.83
2010,Las,Cell And Developmental Biology,42.0,19.0,23.0,15.0,3.0,0.0,1.0,0.0,1.21
2010,Las,Geology,78.0,27.0,51.0,51.0,5.0,1.0,3.0,0.0,1.89
2010,Las,Geography,70.0,24.0,46.0,42.0,3.0,4.0,3.0,0.0,1.92
2010,Las,General Curriculum,87.0,58.0,29.0,2.0,4.0,64.0,15.0,0.0,0.5
2010,Las,French,81.0,58.0,23.0,61.0,1.0,3.0,2.0,0.0,0.4
2010,Las,English,813.0,550.0,262.0,613.0,56.0,44.0,65.0,1.0,0.48
2010,Las,Economics,906.0,266.0,640.0,289.0,122.0,8.0,19.0,2.0,2.41
2010,Las,Entomology,33.0,19.0,14.0,18.0,2.0,1.0,1.0,0.0,0.74
2010,Las,E Asian Languages & Cultures,112.0,71.0,41.0,31.0,38.0,5.0,6.0,1.0,0.58
2010,Las,Comparative Literature,39.0,25.0,13.0,21.0,3.0,1.0,3.0,0.0,0.52
2010,Las,Communication,844.0,518.0,326.0,495.0,57.0,163.0,70.0,1.0,0.63
2010,Las,Chemistry,730.0,279.0,450.0,420.0,122.0,26.0,31.0,1.0,1.61
2010,Las,Chemical Engineering,621.0,203.0,417.0,313.0,111.0,15.0,32.0,1.0,2.05
2009,Engineering,Aerospace Engineering,507.0,64.0,443.0,313.0,70.0,10.0,19.0,4.0,6.92
2009,Engineering,Electrical & Computer Engr,513.0,67.0,446.0,157.0,44.0,9.0,11.0,0.0,6.66
2009,Engineering,Computer Science,1035.0,121.0,914.0,434.0,154.0,10.0,15.0,1.0,7.55
2009,Engineering,Computer Engineering,469.0,45.0,423.0,228.0,90.0,17.0,24.0,0.0,9.4
2009,Engineering,Civil Engineering,1090.0,272.0,816.0,668.0,87.0,27.0,43.0,1.0,3.0
2009,Engineering,Bioengineering,178.0,73.0,105.0,105.0,38.0,1.0,4.0,1.0,1.44
2009,Aces,Agricultural & Biological Engr,59.0,22.0,37.0,33.0,4.0,0.0,1.0,0.0,1.68
2009,Education,Educational Policy Studies,149.0,96.0,53.0,29.0,8.0,53.0,33.0,6.0,0.55
2009,Education,Special Education,141.0,119.0,22.0,107.0,5.0,5.0,7.0,1.0,0.18
2009,Education,Secondary Education,21.0,12.0,9.0,16.0,2.0,0.0,2.0,0.0,0.75
2009,Education,Elementary Education,311.0,291.0,20.0,237.0,21.0,10.0,18.0,0.0,0.07
2009,Education,Educational Psychology,98.0,69.0,29.0,37.0,4.0,15.0,8.0,0.0,0.42
2009,Engineering,Engineering Mechanics,106.0,17.0,89.0,66.0,15.0,0.0,5.0,0.0,5.24
2009,Engineering,Electrical Engineering,945.0,107.0,837.0,337.0,222.0,21.0,45.0,1.0,7.82
2009,Fine And Applied Arts,Art And Design,45.0,27.0,18.0,22.0,4.0,0.0,1.0,2.0,0.67
2009,Engineering,Engineering Physics,139.0,14.0,125.0,101.0,17.0,2.0,5.0,0.0,8.93
2009,Education,Early Childhood Education,42.0,41.0,1.0,35.0,2.0,3.0,1.0,0.0,0.02
2009,Fine And Applied Arts,Art Education,89.0,70.0,19.0,72.0,6.0,1.0,5.0,1.0,0.27
2009,Fine And Applied Arts,Architecture,194.0,79.0,115.0,111.0,19.0,4.0,13.0,1.0,1.46
2009,Fine And Applied Arts,Architectural Studies,554.0,235.0,319.0,379.0,61.0,15.0,50.0,2.0,1.36
2009,Engineering,Theoretical & Applied Mechans,46.0,7.0,39.0,18.0,1.0,0.0,2.0,0.0,5.57
2009,Las,Physics,275.0,37.0,238.0,117.0,17.0,2.0,4.0,0.0,6.43
2009,Engineering,Environ Engr In Civil Engr,80.0,40.0,40.0,31.0,6.0,0.0,5.0,0.0,1.0
2009,Engineering,"Nuclear, Plasma, Radiolgc Engr ",102.0,19.0,83.0,64.0,8.0,1.0,4.0,0.0,4.37
2009,Fine And Applied Arts,Nondegree,196.0,42.0,154.0,42.0,6.0,0.0,3.0,0.0,3.67
2009,Engineering,Mechanical Engineering,1052.0,114.0,936.0,638.0,106.0,21.0,38.0,1.0,8.21
2009,Engineering,Materials Science & Engr,463.0,119.0,344.0,236.0,68.0,5.0,9.0,1.0,2.89
2009,Engineering,Industrial Engineering,159.0,47.0,112.0,51.0,17.0,5.0,6.0,0.0,2.38
2009,Education,Ed Organization And Leadership,155.0,95.0,59.0,113.0,7.0,19.0,6.0,0.0,0.62
2009,Education,Curriculum And Instruction,70.0,59.0,11.0,39.0,6.0,7.0,2.0,0.0,0.19
2009,Applied Health Sciences,Community Health,588.0,464.0,123.0,289.0,88.0,124.0,60.0,6.0,0.27
2009,Aces,Nutritional Sciences,58.0,44.0,14.0,34.0,5.0,2.0,3.0,0.0,0.32
2009,Fine And Applied Arts,Nondegree,48.0,26.0,22.0,25.0,2.0,0.0,3.0,1.0,0.85
2009,Aces,Natural Resrcs & Environ Sci,195.0,96.0,99.0,151.0,16.0,1.0,14.0,0.0,1.03
2009,Aces,Natural Res & Env Sciences,88.0,36.0,52.0,56.0,4.0,0.0,1.0,0.0,1.44
2009,Aces,Human Development & Family St,208.0,192.0,14.0,152.0,14.0,19.0,14.0,0.0,0.07
2009,Applied Health Sciences,"Recreation, Sport, And Tourism ",429.0,150.0,278.0,289.0,13.0,54.0,25.0,2.0,1.85
2009,Aces,Food Science & Human Nutrition,443.0,346.0,97.0,277.0,47.0,14.0,19.0,1.0,0.28
2009,Aces,Crop Sciences,163.0,48.0,115.0,120.0,3.0,4.0,2.0,2.0,2.4
2009,Aces,Animal Sciences,620.0,451.0,168.0,477.0,27.0,26.0,31.0,1.0,0.37
2009,Aces,Agr & Consumer Economics,646.0,221.0,425.0,451.0,40.0,25.0,26.0,0.0,1.92
2009,Fine And Applied Arts,Graphic Design,64.0,41.0,23.0,42.0,15.0,1.0,1.0,0.0,0.56
2009,Applied Health Sciences,Kinesiology,656.0,374.0,281.0,498.0,31.0,28.0,51.0,4.0,0.75
2009,Applied Health Sciences,Speech & Hearing Science,340.0,322.0,17.0,273.0,13.0,10.0,19.0,3.0,0.05
2009,Business,Supply Chain Management,35.0,11.0,24.0,29.0,3.0,0.0,2.0,0.0,2.18
2009,Education,Anthropology,217.0,150.0,67.0,132.0,17.0,11.0,29.0,1.0,0.45
2009,Education,Advertising,442.0,295.0,146.0,299.0,34.0,40.0,30.0,1.0,0.49
2009,Education,Actuarial Science,286.0,112.0,174.0,132.0,47.0,9.0,5.0,0.0,1.55
2009,Education,Accountancy,1189.0,537.0,652.0,590.0,200.0,39.0,61.0,2.0,1.21
2009,Dgs,Undeclared,3055.0,1489.0,1563.0,1831.0,403.0,271.0,253.0,4.0,1.05
2009,Business,Technology Management,52.0,11.0,41.0,6.0,2.0,0.0,0.0,0.0,3.73
2009,Fine And Applied Arts,Nondegree,42.0,14.0,28.0,3.0,2.0,1.0,0.0,0.0,2.0
2009,Business,Marketing,151.0,93.0,58.0,95.0,17.0,11.0,14.0,2.0,0.62
2009,Business,Management,164.0,95.0,68.0,93.0,23.0,7.0,18.0,0.0,0.72
2009,Business,Information Sys & Info Tech,37.0,7.0,30.0,19.0,6.0,4.0,4.0,0.0,4.29
2009,Business,Finance,698.0,219.0,479.0,338.0,113.0,21.0,31.0,1.0,2.19
2009,Business,Curric Unassigned,1038.0,464.0,574.0,627.0,159.0,64.0,81.0,2.0,1.24
2009,Business,Business Administration (Mba),345.0,107.0,235.0,159.0,44.0,20.0,9.0,0.0,2.2
2009,Business,Business Administration,110.0,50.0,60.0,49.0,7.0,6.0,5.0,0.0,1.2
2009,Fine And Applied Arts,Dance,82.0,72.0,10.0,59.0,3.0,11.0,6.0,0.0,0.14
2009,Ln,Nondegree-Ce,101.0,70.0,31.0,74.0,7.0,11.0,4.0,0.0,0.44
2009,Fine And Applied Arts,Industrial Design,117.0,61.0,56.0,61.0,19.0,2.0,11.0,0.0,0.92
2009,Las,Molecular&Cell Bio-Undeclared,61.0,31.0,30.0,26.0,4.0,1.0,6.0,0.0,0.97
2009,Las,Psychology,1417.0,1013.0,403.0,846.0,196.0,92.0,126.0,5.0,0.4
2009,Las,Political Science,1017.0,391.0,626.0,673.0,100.0,86.0,81.0,5.0,1.6
2009,Las,Plant Biology,40.0,23.0,17.0,32.0,2.0,1.0,0.0,1.0,0.74
2009,Las,Physics,168.0,19.0,149.0,101.0,12.0,1.0,9.0,0.0,7.84
2009,Las,Philosophy,129.0,22.0,107.0,97.0,11.0,8.0,5.0,1.0,4.86
2009,Fine And Applied Arts,Nondegree,158.0,91.0,67.0,36.0,9.0,4.0,3.0,0.0,0.74
2009,Las,Neuroscience,50.0,30.0,20.0,23.0,15.0,1.0,3.0,0.0,0.67
2009,Las,Molecular And Cellular Biology,1041.0,514.0,524.0,582.0,315.0,37.0,50.0,0.0,1.02
2009,Las,Molecular & Integrative Physi,31.0,18.0,13.0,10.0,2.0,1.0,3.0,0.0,0.72
2009,Las,Microbiology,68.0,40.0,28.0,35.0,3.0,2.0,4.0,1.0,0.7
2009,Las,Mathematics,567.0,217.0,350.0,309.0,65.0,8.0,23.0,0.0,1.61
2009,Las,Math & Computer Science,79.0,11.0,68.0,42.0,17.0,1.0,6.0,0.0,6.18
2009,Las,Linguistics,109.0,68.0,41.0,61.0,10.0,1.0,3.0,0.0,0.6
2009,Las,Sociology,493.0,301.0,191.0,185.0,55.0,130.0,76.0,5.0,0.63
2009,Las,Spanish,277.0,206.0,71.0,159.0,17.0,7.0,58.0,0.0,0.34
2009,Ischool,Library & Information Science,297.0,213.0,84.0,204.0,21.0,17.0,9.0,2.0,0.39
2009,Vetmed,Vms-Veterinary Clinical Medcne,30.0,19.0,11.0,15.0,0.0,0.0,2.0,0.0,0.58
2009,Social Work,Social Work,260.0,229.0,31.0,180.0,10.0,26.0,7.0,1.0,0.14
2009,Media,Journalism,25.0,17.0,8.0,13.0,2.0,4.0,1.0,0.0,0.47
2009,Las,General Curriculum,40.0,28.0,12.0,27.0,1.0,1.0,5.0,1.0,0.43
2009,Law,Law,707.0,317.0,390.0,396.0,57.0,48.0,31.0,5.0,1.23
2009,Labor And Industrial Relations,Human Res & Industrial Rels,191.0,133.0,58.0,93.0,16.0,14.0,9.0,0.0,0.44
2009,Fine And Applied Arts,Instrumental Music,94.0,51.0,43.0,68.0,13.0,2.0,4.0,1.0,0.84
2009,Las,Teaching Of English Sec Lang,50.0,37.0,13.0,12.0,3.0,0.0,0.0,0.0,0.35
2009,Las,Statistics,155.0,67.0,88.0,45.0,29.0,11.0,0.0,1.0,1.31
2009,Las,Integrative Biology,329.0,184.0,145.0,237.0,43.0,11.0,19.0,1.0,0.79
2009,Vetmed,Veterinary Medicine,463.0,367.0,94.0,300.0,13.0,3.0,12.0,1.0,0.26
2009,Las,History,626.0,236.0,389.0,472.0,31.0,32.0,38.0,0.0,1.65
2009,Las,Biology,811.0,431.0,379.0,420.0,187.0,66.0,63.0,2.0,0.88
2009,Las,Biochemistry,202.0,94.0,108.0,78.0,57.0,5.0,12.0,0.0,1.15
2009,Las,Atmospheric Sciences,116.0,51.0,65.0,82.0,4.0,2.0,6.0,2.0,1.27
2009,Las,Astronomy,73.0,22.0,51.0,40.0,5.0,0.0,4.0,1.0,2.32
2009,Fine And Applied Arts,Voice,30.0,23.0,7.0,25.0,1.0,2.0,1.0,0.0,0.3
2009,Fine And Applied Arts,Urban Planning,159.0,61.0,98.0,85.0,7.0,20.0,17.0,1.0,1.61
2009,Fine And Applied Arts,Theatre,180.0,101.0,79.0,130.0,6.0,18.0,8.0,1.0,0.78
2009,Fine And Applied Arts,Photography,33.0,25.0,8.0,28.0,0.0,1.0,2.0,0.0,0.32
2009,Las,Cell And Developmental Biology,44.0,24.0,20.0,15.0,3.0,0.0,1.0,0.0,0.83
2009,Fine And Applied Arts,Painting,31.0,22.0,9.0,17.0,4.0,1.0,7.0,0.0,0.41
2009,Fine And Applied Arts,Nondegree,30.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,1.0
2009,Fine And Applied Arts,New Media,22.0,12.0,10.0,15.0,1.0,2.0,0.0,0.0,0.83
2009,Fine And Applied Arts,Music Education,243.0,125.0,118.0,209.0,13.0,3.0,7.0,0.0,0.94
2009,Fine And Applied Arts,Music,345.0,177.0,168.0,180.0,13.0,4.0,9.0,1.0,0.95
2009,Fine And Applied Arts,Landscape Architecture,139.0,63.0,76.0,90.0,5.0,4.0,9.0,0.0,1.21
2009,Las,Global Studies,93.0,68.0,25.0,55.0,16.0,4.0,2.0,0.0,0.37
2009,Fine And Applied Arts,Jazz Performance,41.0,5.0,36.0,30.0,2.0,5.0,2.0,1.0,7.2
2009,Las,Chemical Engineering,574.0,195.0,378.0,288.0,104.0,17.0,26.0,0.0,1.94
2009,Las,English,899.0,608.0,290.0,673.0,66.0,55.0,70.0,3.0,0.48
2009,Las,Chemistry,743.0,284.0,458.0,430.0,129.0,30.0,27.0,3.0,1.61
2009,Las,Geology,82.0,33.0,49.0,57.0,8.0,2.0,1.0,1.0,1.48
2009,Las,Geography,69.0,24.0,44.0,48.0,4.0,1.0,4.0,0.0,1.83
2009,Las,General Curriculum,227.0,133.0,94.0,13.0,11.0,159.0,34.0,0.0,0.71
2009,Las,French,86.0,63.0,23.0,57.0,3.0,3.0,2.0,0.0,0.37
2009,Las,Entomology,34.0,18.0,16.0,18.0,2.0,1.0,1.0,0.0,0.89
2009,Las,Economics,843.0,231.0,611.0,320.0,123.0,13.0,23.0,2.0,2.65
2009,Las,E Asian Languages & Cultures,102.0,64.0,38.0,34.0,37.0,2.0,3.0,1.0,0.59
2009,Las,Comparative Literature,44.0,27.0,16.0,23.0,5.0,0.0,3.0,0.0,0.59
2009,Las,Communication,508.0,303.0,205.0,294.0,44.0,101.0,42.0,1.0,0.68
2009,Las,"Ecol, Evol, Conservation Biol ",22.0,13.0,9.0,17.0,2.0,0.0,1.0,0.0,0.69
2008,Engineering,Aerospace Engineering,514.0,60.0,453.0,326.0,64.0,12.0,22.0,3.0,7.55
2008,Engineering,Electrical & Computer Engr,504.0,60.0,444.0,159.0,56.0,7.0,12.0,1.0,7.4
2008,Engineering,Computer Science,980.0,121.0,858.0,426.0,155.0,14.0,17.0,1.0,7.09
2008,Engineering,Computer Engineering,446.0,46.0,398.0,227.0,91.0,19.0,29.0,0.0,8.65
2008,Engineering,Civil Engineering,955.0,219.0,735.0,584.0,83.0,20.0,33.0,2.0,3.36
2008,Engineering,Bioengineering,173.0,72.0,101.0,102.0,39.0,1.0,3.0,1.0,1.4
2008,Education,Special Education,133.0,112.0,20.0,101.0,5.0,7.0,8.0,1.0,0.18
2008,Education,Elementary Education,344.0,318.0,26.0,246.0,22.0,15.0,20.0,2.0,0.08
2008,Education,Educational Psychology,105.0,74.0,31.0,38.0,7.0,13.0,6.0,0.0,0.42
2008,Education,Educational Policy Studies,138.0,84.0,54.0,24.0,9.0,49.0,27.0,6.0,0.64
