Fall,College,Major_Name,Total,Female,Male,Caucasian,Asian American,African American,Hispanic,Native American,M/F
2017,Las,Integrative Biology,390.0,224.0,166.0,224.0,69.0,21.0,44.0,0.0,0.74
2017,Las,History,326.0,117.0,209.0,199.0,17.0,16.0,51.0,0.0,1.79
2017,Las,Sociology,200.0,119.0,81.0,64.0,12.0,42.0,42.0,0.0,0.68
2017,Las,Statistics,506.0,220.0,286.0,74.0,90.0,1.0,15.0,0.0,1.3
2017,Las,Geology,101.0,36.0,65.0,52.0,8.0,3.0,9.0,0.0,1.81
2017,Las,Statistics & Computer Science,203.0,53.0,150.0,32.0,98.0,0.0,3.0,0.0,2.83
2017,Ischool,Library & Information Science,552.0,427.0,121.0,435.0,17.0,25.0,21.0,0.0,0.28
2017,Fine And Applied Arts,Instrumental Music,75.0,43.0,32.0,46.0,10.0,2.0,11.0,0.0,0.74
2017,Vetmed,Veterinary Medicine,534.0,461.0,73.0,447.0,24.0,5.0,31.0,0.0,0.16
2017,Vetmed,Vms-Veterinary Clinical Medcne,30.0,22.0,8.0,23.0,1.0,0.0,0.0,0.0,0.36
2017,Vetmed,Vms - Pathobiology,28.0,15.0,13.0,15.0,0.0,1.0,1.0,0.0,0.87
2017,Social Work,Social Work,586.0,502.0,84.0,373.0,31.0,69.0,75.0,0.0,0.17
2017,Media,Strategic Brand Communication,23.0,18.0,5.0,16.0,1.0,2.0,3.0,0.0,0.28
2017,Fine And Applied Arts,Nondegree,21.0,12.0,9.0,6.0,1.0,2.0,0.0,0.0,0.75
2017,Media,Media And Cinema Studies,98.0,59.0,39.0,36.0,16.0,13.0,15.0,0.0,0.66
2017,Media,Journalism,239.0,155.0,84.0,132.0,19.0,29.0,34.0,1.0,0.54
2017,Media,Communications And Media,47.0,32.0,15.0,8.0,2.0,3.0,3.0,0.0,0.47
2017,Law,Law,545.0,227.0,318.0,264.0,46.0,23.0,28.0,0.0,1.4
2017,Labor And Industrial Relations,Human Res & Industrial Rels,258.0,168.0,90.0,96.0,27.0,30.0,16.0,0.0,0.54
2017,Ln,Nondegree-Ce,299.0,167.0,126.0,177.0,19.0,8.0,19.0,0.0,0.75
2017,Las,Translation And Interpreting,28.0,19.0,9.0,11.0,0.0,1.0,5.0,0.0,0.47
2017,Las,Teaching Of English Sec Lang,33.0,24.0,9.0,15.0,2.0,0.0,1.0,0.0,0.38
2017,Las,Teaching Of Biological Science,22.0,17.0,5.0,21.0,0.0,0.0,0.0,0.0,0.29
2017,Las,Health Communication,28.0,27.0,1.0,19.0,5.0,0.0,2.0,0.0,0.04
2017,Ischool,Information Management,189.0,99.0,90.0,14.0,6.0,1.0,3.0,0.0,0.91
2017,Las,Geography & Geographic Info Sc,38.0,9.0,29.0,17.0,6.0,5.0,2.0,0.0,3.22
2017,Las,Biophysics & Quant Biology,33.0,7.0,26.0,7.0,4.0,0.0,2.0,0.0,3.71
2017,Las,Biochemistry,240.0,118.0,122.0,94.0,60.0,3.0,11.0,0.0,1.03
2017,Las,Atmospheric Sciences,119.0,44.0,75.0,69.0,7.0,5.0,12.0,0.0,1.7
2017,Las,Astronomy,104.0,40.0,64.0,48.0,8.0,4.0,8.0,0.0,1.6
2017,Fine And Applied Arts,Nondegree,23.0,12.0,11.0,16.0,4.0,0.0,1.0,0.0,0.92
2017,Graduate,Informatics,45.0,14.0,31.0,18.0,3.0,1.0,0.0,0.0,2.21
2017,Fine And Applied Arts,Voice,34.0,24.0,10.0,21.0,2.0,5.0,5.0,0.0,0.42
2017,Fine And Applied Arts,Urban Studies & Planning,75.0,31.0,44.0,32.0,5.0,3.0,15.0,0.0,1.42
2017,Fine And Applied Arts,Urban Planning,68.0,35.0,33.0,22.0,2.0,2.0,3.0,0.0,0.94
2017,Fine And Applied Arts,Theatre,208.0,126.0,82.0,137.0,6.0,25.0,18.0,1.0,0.65
2017,Fine And Applied Arts,Photography,30.0,23.0,7.0,16.0,2.0,4.0,3.0,0.0,0.3
2017,Fine And Applied Arts,Painting,31.0,24.0,7.0,12.0,2.0,5.0,2.0,0.0,0.29
2017,Fine And Applied Arts,Nondegree,40.0,18.0,22.0,14.0,1.0,1.0,2.0,0.0,1.22
2017,Fine And Applied Arts,New Media,20.0,13.0,7.0,9.0,3.0,2.0,2.0,0.0,0.54
2017,Fine And Applied Arts,Music Education,166.0,95.0,71.0,125.0,14.0,5.0,17.0,0.0,0.75
2017,Fine And Applied Arts,Music,350.0,153.0,197.0,179.0,28.0,11.0,22.0,0.0,1.29
2017,Fine And Applied Arts,Landscape Architecture,111.0,83.0,28.0,29.0,4.0,0.0,10.0,0.0,0.34
2017,Las,Biology,696.0,431.0,265.0,283.0,194.0,63.0,93.0,0.0,0.61
2017,Fine And Applied Arts,Jazz Performance,28.0,5.0,23.0,16.0,3.0,4.0,2.0,0.0,4.6
2017,Las,Cell And Developmental Biology,31.0,16.0,15.0,3.0,2.0,0.0,1.0,0.0,0.94
2017,Las,E Asian Languages & Cultures,64.0,39.0,25.0,24.0,12.0,1.0,2.0,0.0,0.64
2017,Las,Geography,52.0,20.0,32.0,13.0,1.0,2.0,2.0,0.0,1.6
2017,Las,General Curriculum,163.0,57.0,106.0,55.0,36.0,18.0,23.0,0.0,1.86
2017,Las,French,36.0,22.0,14.0,12.0,4.0,2.0,3.0,0.0,0.64
2017,Las,Entomology,36.0,12.0,24.0,26.0,2.0,0.0,3.0,0.0,2.0
2017,Las,English,459.0,332.0,126.0,281.0,40.0,23.0,81.0,2.0,0.38
2017,Las,"Ecol, Evol, Conservation Biol ",36.0,22.0,14.0,23.0,2.0,2.0,5.0,0.0,0.64
2017,Las,"Earth, Soc, Env Sustainability ",150.0,70.0,80.0,76.0,12.0,6.0,36.0,1.0,1.14
2017,Las,Economics,1243.0,366.0,877.0,385.0,209.0,28.0,62.0,2.0,2.4
2017,Las,Creative Writing,103.0,61.0,42.0,65.0,2.0,13.0,16.0,0.0,0.69
2017,Las,Computer Sci & Anthropology,26.0,9.0,17.0,7.0,11.0,1.0,1.0,0.0,1.89
2017,Las,Computer Sci & Linguistics,69.0,21.0,48.0,19.0,30.0,2.0,4.0,1.0,2.29
2017,Las,Communication,716.0,460.0,256.0,397.0,56.0,85.0,103.0,0.0,0.56
2017,Las,Comparative Literature,23.0,16.0,7.0,15.0,0.0,1.0,2.0,0.0,0.44
2017,Las,Chemistry,819.0,342.0,477.0,335.0,148.0,34.0,80.0,0.0,1.39
2017,Las,Computer Sci & Astronomy,32.0,6.0,26.0,10.0,12.0,1.0,2.0,0.0,4.33
2017,Las,Computer Sci & Chemistry,47.0,10.0,37.0,11.0,21.0,0.0,3.0,0.0,3.7
2017,Las,Chemical Engineering,785.0,259.0,526.0,300.0,187.0,25.0,64.0,0.0,2.03
2016,Education,Special Education,174.0,153.0,21.0,136.0,7.0,6.0,19.0,0.0,0.14
2016,Engineering,Electrical & Computer Engr,585.0,97.0,488.0,99.0,46.0,6.0,8.0,0.0,5.03
2016,Engineering,Computer Science,1748.0,420.0,1328.0,428.0,472.0,24.0,55.0,1.0,3.16
2016,Engineering,Computer Engineering,1195.0,132.0,1063.0,377.0,344.0,18.0,58.0,0.0,8.05
2016,Engineering,Civil Engineering,1329.0,357.0,972.0,469.0,132.0,16.0,88.0,0.0,2.72
2016,Engineering,Bioengineering,349.0,159.0,190.0,158.0,109.0,6.0,22.0,0.0,1.19
2016,Aces,Agricultural & Biological Engr,121.0,41.0,80.0,51.0,4.0,2.0,7.0,0.0,1.95
2016,Engineering,Aerospace Engineering,672.0,89.0,583.0,312.0,108.0,8.0,65.0,1.0,6.55
2016,Education,Ed Organization And Leadership,28.0,18.0,10.0,16.0,2.0,3.0,1.0,1.0,0.56
2016,Education,Secondary Education,22.0,10.0,12.0,12.0,7.0,0.0,1.0,0.0,1.2
2016,Education,Middle Grades Education,37.0,29.0,8.0,25.0,3.0,4.0,5.0,0.0,0.28
2016,Education,Learning And Education Studies,46.0,37.0,9.0,19.0,3.0,12.0,6.0,0.0,0.24
2016,Education,Elementary Education,340.0,316.0,24.0,239.0,40.0,14.0,42.0,0.0,0.08
2016,Education,Educational Psychology,50.0,37.0,13.0,22.0,5.0,1.0,1.0,0.0,0.35
2016,Education,Educational Policy Studies,92.0,54.0,38.0,16.0,6.0,42.0,10.0,1.0,0.7
2016,Education,"Educ Policy, Orgzn & Leadrshp ",201.0,127.0,74.0,112.0,7.0,45.0,13.0,0.0,0.58
2016,Engineering,Engineering,25.0,4.0,21.0,8.0,0.0,1.0,1.0,0.0,5.25
2016,Engineering,Electrical Engineering,1151.0,148.0,1003.0,383.0,305.0,16.0,54.0,0.0,6.78
2016,Fine And Applied Arts,Nondegree,194.0,39.0,155.0,38.0,11.0,1.0,2.0,0.0,3.97
2016,Engineering,Engineering Mechanics,137.0,20.0,117.0,46.0,21.0,0.0,12.0,0.0,5.85
2016,Engineering,Engineering Physics,226.0,29.0,197.0,119.0,41.0,1.0,12.0,2.0,6.79
2016,Education,Curriculum And Instruction,101.0,76.0,25.0,51.0,4.0,9.0,12.0,1.0,0.33
2016,Fine And Applied Arts,Art And Design,43.0,28.0,15.0,24.0,4.0,0.0,5.0,0.0,0.54
2016,Fine And Applied Arts,Art Education,39.0,35.0,4.0,23.0,3.0,1.0,7.0,0.0,0.11
2016,Fine And Applied Arts,Architecture,159.0,76.0,83.0,50.0,17.0,3.0,4.0,0.0,1.09
2016,Fine And Applied Arts,Architectural Studies,417.0,176.0,241.0,176.0,47.0,24.0,65.0,0.0,1.37
2016,Engineering,Theoretical & Applied Mechans,51.0,8.0,43.0,17.0,4.0,0.0,2.0,0.0,5.38
2016,Las,Physics,286.0,67.0,219.0,104.0,27.0,2.0,11.0,0.0,3.27
2016,Engineering,"Nuclear, Plasma, Radiolgc Engr ",231.0,31.0,200.0,128.0,17.0,6.0,16.0,0.0,6.45
2016,Engineering,Mechanical Engineering,1269.0,219.0,1050.0,556.0,158.0,11.0,86.0,2.0,4.79
2016,Engineering,Materials Science & Engr,566.0,169.0,397.0,191.0,103.0,3.0,17.0,0.0,2.35
2016,Engineering,Industrial Engineering,353.0,102.0,251.0,114.0,51.0,3.0,9.0,0.0,2.46
2016,Engineering,Financial Engineering,121.0,37.0,84.0,2.0,8.0,0.0,0.0,0.0,2.27
2016,Engineering,Environ Engr In Civil Engr,118.0,66.0,52.0,33.0,7.0,1.0,6.0,0.0,0.79
2016,Engineering,Engineering Undeclared,75.0,30.0,45.0,33.0,19.0,1.0,5.0,0.0,1.5
2016,Education,Early Childhood Education,60.0,58.0,2.0,33.0,7.0,4.0,10.0,1.0,0.03
2016,Applied Health Sciences,"Recreation, Sport, And Tourism ",333.0,107.0,226.0,194.0,23.0,55.0,28.0,0.0,2.11
2016,Education,Anthropology,148.0,97.0,51.0,67.0,17.0,8.0,20.0,1.0,0.53
2016,Applied Health Sciences,Kinesiology,629.0,354.0,275.0,403.0,78.0,35.0,61.0,1.0,0.78
2016,Applied Health Sciences,Interdisciplinary Health Sci,239.0,197.0,42.0,109.0,38.0,24.0,48.0,0.0,0.21
2016,Applied Health Sciences,Community Health,597.0,464.0,133.0,241.0,97.0,134.0,96.0,0.0,0.29
2016,Applied Health Sciences,Audiology,29.0,25.0,4.0,22.0,6.0,0.0,1.0,0.0,0.16
2016,Aces,Nutritional Sciences,52.0,41.0,11.0,26.0,7.0,1.0,6.0,0.0,0.27
2016,Fine And Applied Arts,Nondegree,115.0,53.0,62.0,59.0,1.0,5.0,2.0,1.0,1.17
2016,Aces,Natural Resrcs & Environ Sci,226.0,121.0,105.0,133.0,16.0,7.0,28.0,1.0,0.87
2016,Aces,Natural Res & Env Sciences,79.0,41.0,38.0,65.0,1.0,0.0,1.0,0.0,0.93
2016,Aces,Human Dvlpmt & Family Studies,25.0,22.0,3.0,13.0,0.0,2.0,5.0,0.0,0.14
2016,Aces,Human Development & Family St,191.0,174.0,17.0,108.0,19.0,28.0,24.0,0.0,0.1
2016,Aces,Food Science & Human Nutrition,469.0,367.0,102.0,215.0,72.0,29.0,40.0,0.0,0.28
2016,Aces,Crop Sciences,255.0,104.0,151.0,169.0,4.0,5.0,8.0,0.0,1.45
2016,Aces,Animal Sciences,601.0,494.0,107.0,373.0,47.0,31.0,97.0,0.0,0.22
2016,Aces,Agricultural & Biological Engr,101.0,36.0,65.0,54.0,15.0,4.0,3.0,0.0,1.81
2016,Aces,Agricultural & Applied Econ,82.0,33.0,49.0,12.0,4.0,2.0,1.0,0.0,1.48
2016,Aces,Agric Leadership & Sci Educ,76.0,51.0,25.0,70.0,0.0,2.0,2.0,0.0,0.49
2016,Aces,Agr & Consumer Economics,675.0,211.0,464.0,462.0,68.0,25.0,51.0,1.0,2.2
2016,Fine And Applied Arts,Nondegree,29.0,12.0,17.0,17.0,4.0,0.0,4.0,0.0,1.42
2016,Applied Health Sciences,Public Health,29.0,21.0,8.0,13.0,8.0,2.0,3.0,0.0,0.38
2016,Fine And Applied Arts,Graphic Design,159.0,115.0,44.0,83.0,27.0,6.0,17.0,0.0,0.38
2016,Fine And Applied Arts,Nondegree,98.0,44.0,54.0,1.0,0.0,0.0,0.0,0.0,1.23
2016,Education,Advertising,587.0,394.0,193.0,358.0,53.0,30.0,52.0,0.0,0.49
2016,Education,Actuarial Science,343.0,137.0,206.0,132.0,71.0,3.0,10.0,0.0,1.5
2016,Education,Accountancy,1330.0,712.0,618.0,466.0,218.0,26.0,68.0,0.0,0.87
2016,Dgs,Undeclared,3000.0,1244.0,1756.0,1219.0,454.0,331.0,484.0,3.0,1.41
2016,Business,Technology Management,119.0,42.0,77.0,11.0,5.0,2.0,2.0,0.0,1.83
2016,Business,Supply Chain Management,85.0,57.0,28.0,62.0,9.0,0.0,5.0,0.0,0.49
2016,Business,Marketing,230.0,142.0,88.0,131.0,40.0,15.0,25.0,0.0,0.62
2016,Applied Health Sciences,Speech & Hearing Science,343.0,320.0,23.0,254.0,25.0,8.0,36.0,0.0,0.07
2016,Business,Management,108.0,73.0,35.0,55.0,17.0,13.0,9.0,1.0,0.48
2016,Business,Information Sys & Info Tech,83.0,35.0,48.0,35.0,33.0,5.0,6.0,0.0,1.37
2016,Business,Finance,721.0,276.0,445.0,305.0,103.0,11.0,37.0,0.0,1.61
2016,Business,Curric Unassigned,1015.0,434.0,581.0,524.0,195.0,39.0,91.0,0.0,1.34
2016,Business,Business Administration (Mba),254.0,86.0,168.0,116.0,33.0,14.0,18.0,0.0,1.95
2016,Business,Business Administration,88.0,47.0,41.0,3.0,1.0,4.0,2.0,0.0,0.87
2016,Fine And Applied Arts,Dance,73.0,64.0,9.0,44.0,1.0,13.0,6.0,0.0,0.14
2016,Las,Microbiology,55.0,33.0,22.0,26.0,5.0,1.0,4.0,0.0,0.67
2016,Fine And Applied Arts,Industrial Design,186.0,106.0,80.0,62.0,34.0,5.0,15.0,0.0,0.75
2016,Las,Geology,103.0,27.0,76.0,58.0,7.0,4.0,8.0,0.0,2.81
2016,Las,Sociology,211.0,119.0,92.0,68.0,20.0,45.0,32.0,0.0,0.77
2016,Las,Psychology,1556.0,1144.0,412.0,673.0,243.0,138.0,248.0,0.0,0.36
2016,Las,Political Science,615.0,273.0,342.0,355.0,56.0,56.0,79.0,1.0,1.25
2016,Las,Plant Biology,37.0,22.0,15.0,19.0,2.0,0.0,3.0,0.0,0.68
2016,Las,Physics,395.0,65.0,330.0,154.0,57.0,4.0,23.0,0.0,5.08
2016,Las,Philosophy,91.0,23.0,68.0,40.0,10.0,10.0,12.0,0.0,2.96
2016,Fine And Applied Arts,Nondegree,202.0,112.0,90.0,58.0,15.0,9.0,9.0,0.0,0.8
2016,Las,Neuroscience,69.0,36.0,33.0,41.0,7.0,1.0,5.0,0.0,0.92
2016,Las,Molecular&Cell Bio-Undeclared,34.0,22.0,12.0,6.0,6.0,0.0,1.0,0.0,0.55
2016,Las,Molecular And Cellular Biology,997.0,544.0,453.0,463.0,317.0,49.0,92.0,0.0,0.83
2016,Las,Molecular & Integrative Physi,22.0,12.0,10.0,9.0,2.0,1.0,0.0,0.0,0.83
2016,Las,Mathematics,784.0,299.0,485.0,200.0,98.0,7.0,49.0,0.0,1.62
2016,Las,Math & Computer Science,305.0,54.0,251.0,87.0,86.0,2.0,11.0,0.0,4.65
2016,Las,Linguistics,124.0,84.0,40.0,61.0,17.0,3.0,17.0,0.0,0.48
2016,Las,Las - Undeclared,114.0,83.0,31.0,1.0,4.0,69.0,34.0,0.0,0.37
2016,Las,Integrative Biology,392.0,232.0,160.0,212.0,75.0,25.0,49.0,0.0,0.69
2016,Las,History,317.0,115.0,202.0,199.0,19.0,15.0,48.0,0.0,1.76
2016,Las,Spanish,137.0,103.0,34.0,62.0,1.0,10.0,39.0,0.0,0.33
2016,Las,Statistics,418.0,190.0,228.0,61.0,67.0,2.0,10.0,0.0,1.2
2016,Las,Statistics & Computer Science,142.0,39.0,103.0,27.0,75.0,0.0,2.0,0.0,2.64
2016,Fine And Applied Arts,Instrumental Music,78.0,48.0,30.0,56.0,6.0,3.0,7.0,0.0,0.62
2016,Ischool,Information Management,42.0,22.0,20.0,2.0,3.0,0.0,1.0,0.0,0.91
2016,Vetmed,Veterinary Medicine,528.0,453.0,75.0,442.0,25.0,3.0,20.0,1.0,0.17
2016,Vetmed,Vms-Veterinary Clinical Medcne,30.0,27.0,3.0,23.0,1.0,0.0,1.0,0.0,0.11
2016,Vetmed,Vms - Pathobiology,25.0,12.0,13.0,13.0,1.0,1.0,0.0,0.0,1.08
2016,Social Work,Social Work,511.0,442.0,69.0,306.0,31.0,58.0,80.0,0.0,0.16
2016,Fine And Applied Arts,Nondegree,21.0,12.0,9.0,7.0,0.0,1.0,0.0,0.0,0.75
2016,Media,Media And Cinema Studies,97.0,59.0,38.0,39.0,21.0,12.0,13.0,0.0,0.64
2016,Las,Teaching Of English Sec Lang,38.0,29.0,9.0,17.0,2.0,0.0,0.0,0.0,0.31
2016,Media,Journalism,209.0,133.0,76.0,116.0,16.0,28.0,28.0,1.0,0.57
2016,Media,Communications And Media,45.0,31.0,14.0,8.0,3.0,3.0,3.0,0.0,0.45
2016,Aces,Agricultural Communications,38.0,30.0,8.0,31.0,0.0,2.0,4.0,0.0,0.27
2016,Law,Law,530.0,236.0,294.0,238.0,47.0,28.0,33.0,0.0,1.25
2016,Labor And Industrial Relations,Human Res & Industrial Rels,186.0,127.0,59.0,64.0,13.0,14.0,11.0,1.0,0.46
2016,Ln,Nondegree-Ce,46.0,29.0,17.0,34.0,5.0,3.0,2.0,0.0,0.59
2016,Las,Global Studies,192.0,145.0,47.0,85.0,33.0,18.0,33.0,0.0,0.32
2016,Ischool,Library & Information Science,262.0,200.0,61.0,185.0,8.0,12.0,20.0,0.0,0.3
2016,Las,Geography & Geographic Info Sc,36.0,11.0,25.0,19.0,2.0,8.0,2.0,0.0,2.27
2016,Fine And Applied Arts,Urban Planning,101.0,55.0,46.0,34.0,8.0,5.0,8.0,0.0,0.84
2016,Las,Biology,723.0,445.0,278.0,313.0,222.0,57.0,85.0,0.0,0.62
2016,Las,Biochemistry,236.0,113.0,123.0,90.0,57.0,4.0,13.0,0.0,1.09
2016,Las,Atmospheric Sciences,108.0,36.0,72.0,60.0,4.0,4.0,12.0,0.0,2.0
2016,Las,Astronomy,105.0,42.0,63.0,50.0,12.0,2.0,6.0,0.0,1.5
2016,Fine And Applied Arts,Nondegree,38.0,19.0,19.0,33.0,1.0,1.0,0.0,0.0,1.0
2016,Graduate,Informatics,32.0,7.0,25.0,12.0,3.0,1.0,0.0,0.0,3.57
2016,Fine And Applied Arts,Urban Studies & Planning,43.0,19.0,24.0,20.0,2.0,1.0,7.0,0.0,1.26
2016,Fine And Applied Arts,Theatre,181.0,102.0,79.0,124.0,5.0,20.0,14.0,1.0,0.77
2016,Las,Biophysics & Quant Biology,20.0,6.0,14.0,3.0,3.0,0.0,2.0,0.0,2.33
2016,Fine And Applied Arts,Photography,21.0,18.0,3.0,11.0,0.0,3.0,4.0,0.0,0.17
2016,Fine And Applied Arts,Painting,30.0,24.0,6.0,13.0,2.0,5.0,2.0,0.0,0.25
2016,Fine And Applied Arts,Nondegree,32.0,16.0,16.0,6.0,2.0,1.0,1.0,0.0,1.0
2016,Fine And Applied Arts,Music Education,181.0,106.0,75.0,144.0,13.0,5.0,16.0,0.0,0.71
2016,Fine And Applied Arts,Music,348.0,155.0,193.0,167.0,21.0,9.0,20.0,0.0,1.25
2016,Fine And Applied Arts,Landscape Architecture,132.0,88.0,44.0,35.0,5.0,0.0,10.0,0.0,0.5
2016,Fine And Applied Arts,Voice,26.0,16.0,10.0,18.0,0.0,3.0,5.0,0.0,0.62
2016,Las,Cell And Developmental Biology,38.0,22.0,16.0,4.0,3.0,0.0,1.0,0.0,0.73
2016,Las,E Asian Languages & Cultures,74.0,54.0,20.0,24.0,17.0,0.0,7.0,0.0,0.37
2016,Las,Chemical Engineering,794.0,231.0,563.0,330.0,174.0,27.0,50.0,0.0,2.44
2016,Las,French,37.0,23.0,14.0,17.0,1.0,1.0,1.0,0.0,0.61
2016,Las,Entomology,41.0,16.0,25.0,28.0,1.0,2.0,2.0,0.0,1.56
2016,Las,English,435.0,311.0,124.0,277.0,36.0,23.0,62.0,3.0,0.4
2016,Las,Economics,1195.0,365.0,830.0,370.0,213.0,29.0,50.0,0.0,2.27
2016,Las,"Ecol, Evol, Conservation Biol ",38.0,23.0,15.0,25.0,2.0,2.0,4.0,0.0,0.65
2016,Fine And Applied Arts,Jazz Performance,37.0,5.0,32.0,21.0,3.0,7.0,0.0,0.0,6.4
2016,Las,"Earth, Soc, Env Sustainability ",149.0,78.0,71.0,78.0,16.0,7.0,25.0,3.0,0.91
2016,Las,General Curriculum,134.0,48.0,86.0,51.0,34.0,9.0,19.0,0.0,1.79
2016,Las,Creative Writing,108.0,70.0,38.0,65.0,3.0,17.0,14.0,0.0,0.54
2016,Las,Comparative Literature,24.0,18.0,6.0,15.0,0.0,2.0,2.0,0.0,0.33
2016,Las,Chemistry,836.0,335.0,501.0,367.0,144.0,35.0,77.0,2.0,1.5
2016,Las,Communication,750.0,471.0,279.0,396.0,43.0,89.0,123.0,1.0,0.59
2016,Las,Geography,50.0,20.0,30.0,13.0,2.0,1.0,2.0,0.0,1.5
2016,Las,Computer Sci & Astronomy,32.0,6.0,26.0,11.0,11.0,1.0,3.0,0.0,4.33
2016,Las,Computer Sci & Linguistics,53.0,17.0,36.0,18.0,20.0,2.0,5.0,0.0,2.12
2016,Las,Computer Sci & Chemistry,32.0,10.0,22.0,8.0,15.0,0.0,3.0,0.0,2.2
2015,Education,Secondary Education,22.0,10.0,12.0,14.0,6.0,0.0,2.0,0.0,1.2
2015,Engineering,Computer Science,1640.0,330.0,1310.0,445.0,412.0,17.0,42.0,1.0,3.97
2015,Engineering,Computer Engineering,1062.0,109.0,952.0,352.0,315.0,10.0,44.0,0.0,8.73
2015,Engineering,Civil Engineering,1319.0,343.0,976.0,481.0,135.0,21.0,79.0,0.0,2.85
2015,Engineering,Bioengineering,318.0,151.0,167.0,149.0,94.0,2.0,16.0,1.0,1.11
2015,Aces,Agricultural & Biological Engr,126.0,38.0,88.0,54.0,9.0,1.0,5.0,0.0,2.32
2015,Engineering,Aerospace Engineering,657.0,69.0,588.0,322.0,111.0,6.0,55.0,1.0,8.52
2015,Education,Special Education,172.0,155.0,17.0,132.0,7.0,6.0,17.0,0.0,0.11
2015,Education,Learning And Education Studies,27.0,22.0,5.0,12.0,2.0,7.0,2.0,0.0,0.23
2015,Engineering,Electrical & Computer Engr,503.0,74.0,429.0,101.0,47.0,6.0,9.0,0.0,5.8
2015,Education,Educational Psychology,51.0,36.0,15.0,22.0,6.0,1.0,2.0,1.0,0.42
2015,Education,Educational Policy Studies,126.0,78.0,48.0,22.0,9.0,59.0,16.0,1.0,0.62
2015,Education,"Educ Policy, Orgzn & Leadrshp ",95.0,62.0,33.0,54.0,1.0,22.0,7.0,0.0,0.53
2015,Education,Ed Organization And Leadership,80.0,56.0,24.0,54.0,5.0,7.0,4.0,1.0,0.43
2015,Education,Early Childhood Education,62.0,60.0,2.0,37.0,8.0,5.0,9.0,0.0,0.03
2015,Education,Elementary Education,378.0,353.0,25.0,268.0,47.0,11.0,40.0,0.0,0.07
2015,Fine And Applied Arts,Art Education,42.0,33.0,9.0,24.0,4.0,0.0,7.0,0.0,0.27
2015,Engineering,Electrical Engineering,1146.0,144.0,1002.0,360.0,287.0,18.0,51.0,1.0,6.96
2015,Engineering,Engineering,20.0,6.0,14.0,6.0,1.0,1.0,1.0,0.0,2.33
2015,Fine And Applied Arts,Architecture,172.0,67.0,105.0,80.0,17.0,1.0,6.0,0.0,1.57
2015,Fine And Applied Arts,Architectural Studies,402.0,182.0,220.0,177.0,47.0,17.0,53.0,1.0,1.21
2015,Engineering,Theoretical & Applied Mechans,47.0,8.0,39.0,17.0,3.0,0.0,1.0,0.0,4.88
2015,Las,Physics,261.0,58.0,203.0,92.0,23.0,1.0,10.0,0.0,3.5
2015,Engineering,"Nuclear, Plasma, Radiolgc Engr ",233.0,29.0,204.0,129.0,25.0,7.0,19.0,0.0,7.03
2015,Fine And Applied Arts,Nondegree,218.0,46.0,172.0,37.0,6.0,1.0,2.0,0.0,3.74
2015,Engineering,Mechanical Engineering,1251.0,182.0,1069.0,566.0,161.0,15.0,72.0,3.0,5.87
2015,Engineering,Materials Science & Engr,586.0,168.0,418.0,220.0,97.0,5.0,20.0,0.0,2.49
2015,Engineering,Industrial Engineering,337.0,90.0,247.0,110.0,48.0,6.0,5.0,0.0,2.74
2015,Engineering,Financial Engineering,122.0,31.0,91.0,4.0,7.0,0.0,1.0,0.0,2.94
2015,Engineering,Environ Engr In Civil Engr,100.0,54.0,46.0,36.0,7.0,1.0,7.0,0.0,0.85
2015,Engineering,Engineering Undeclared,147.0,30.0,117.0,75.0,38.0,4.0,8.0,0.0,3.9
2015,Engineering,Engineering Physics,248.0,30.0,218.0,136.0,37.0,2.0,13.0,1.0,7.27
2015,Engineering,Engineering Mechanics,112.0,11.0,101.0,45.0,15.0,0.0,11.0,0.0,9.18
2015,Education,Curriculum And Instruction,116.0,89.0,27.0,60.0,4.0,10.0,12.0,0.0,0.3
2015,Applied Health Sciences,"Recreation, Sport, And Tourism ",317.0,106.0,211.0,208.0,12.0,46.0,18.0,0.0,1.99
2015,Education,Anthropology,146.0,103.0,43.0,69.0,12.0,10.0,24.0,1.0,0.42
2015,Education,Advertising,589.0,403.0,186.0,365.0,57.0,27.0,44.0,0.0,0.46
2015,Applied Health Sciences,Community Health,615.0,468.0,147.0,250.0,106.0,131.0,97.0,0.0,0.31
2015,Applied Health Sciences,Audiology,28.0,24.0,4.0,21.0,5.0,2.0,0.0,0.0,0.17
2015,Aces,Nutritional Sciences,45.0,32.0,13.0,23.0,8.0,1.0,5.0,0.0,0.41
2015,Fine And Applied Arts,Nondegree,119.0,51.0,68.0,68.0,1.0,3.0,2.0,1.0,1.33
2015,Aces,Natural Resrcs & Environ Sci,235.0,111.0,124.0,141.0,13.0,8.0,21.0,0.0,1.12
2015,Aces,Natural Res & Env Sciences,83.0,37.0,46.0,67.0,1.0,2.0,2.0,0.0,1.24
2015,Aces,Human Development & Family St,198.0,174.0,24.0,109.0,16.0,26.0,33.0,0.0,0.14
2015,Aces,Food Science & Human Nutrition,493.0,374.0,119.0,243.0,68.0,32.0,37.0,0.0,0.32
2015,Aces,Crop Sciences,264.0,112.0,152.0,186.0,8.0,4.0,5.0,1.0,1.36
2015,Aces,Animal Sciences,620.0,497.0,123.0,406.0,45.0,29.0,81.0,0.0,0.25
2015,Aces,Agricultural & Biological Engr,98.0,34.0,64.0,50.0,14.0,6.0,5.0,0.0,1.88
